   0.0000000000000000e+00   -1.1000000000000227e+00    0.0000000000000000e+00
   0.0000000000000000e+00   -1.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00   -8.9999999999997726e-01    5.1789243706036204e-03
   0.0000000000000000e+00   -7.9999999999995453e-01    6.2176524022151194e-02
   0.0000000000000000e+00   -6.9999999999993179e-01    1.4074798704128236e-01
   0.0000000000000000e+00   -6.0000000000002274e-01    2.0961138715108385e-01
   0.0000000000000000e+00   -5.0000000000000000e-01    2.6359713811572677e-01
   0.0000000000000000e+00   -3.9999999999997726e-01    3.0407643128484119e-01
   0.0000000000000000e+00   -2.9999999999995453e-01    3.3323707715623480e-01
   0.0000000000000000e+00   -1.9999999999993179e-01    3.5286608145885939e-01
   0.0000000000000000e+00   -1.0000000000002274e-01    3.6418219163361321e-01
   0.0000000000000000e+00    0.0000000000000000e+00    3.6787944117144233e-01
   0.0000000000000000e+00    1.0000000000002274e-01    3.6418219163361321e-01
   0.0000000000000000e+00    2.0000000000004547e-01    3.5286608145884191e-01
   0.0000000000000000e+00    3.0000000000006821e-01    3.3323707715620737e-01
   0.0000000000000000e+00    3.9999999999997726e-01    3.0407643128484119e-01
   0.0000000000000000e+00    5.0000000000000000e-01    2.6359713811572677e-01
   0.0000000000000000e+00    6.0000000000002274e-01    2.0961138715108385e-01
   0.0000000000000000e+00    7.0000000000004547e-01    1.4074798704119620e-01
   0.0000000000000000e+00    8.0000000000006821e-01    6.2176524022063938e-02
   0.0000000000000000e+00    8.9999999999997726e-01    5.1789243706036204e-03
   0.0000000000000000e+00    1.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    1.1000000000000227e+00    0.0000000000000000e+00

   1.0000000000000001e-01   -1.1000000000000227e+00    3.0332370235550708e-02
   1.0000000000000001e-01   -1.0000000000000000e+00    4.7712426886112429e-02
   1.0000000000000001e-01   -8.9999999999997726e-01    7.9230905913123789e-02
   1.0000000000000001e-01   -7.9999999999995453e-01    1.0701452010684394e-01
   1.0000000000000001e-01   -6.9999999999993179e-01    1.4008134189643595e-01
   1.0000000000000001e-01   -6.0000000000002274e-01    1.7986196837186344e-01
   1.0000000000000001e-01   -5.0000000000000000e-01    2.1882651362808181e-01
   1.0000000000000001e-01   -3.9999999999997726e-01    2.5237917459066705e-01
   1.0000000000000001e-01   -2.9999999999995453e-01    2.7871229068586773e-01
   1.0000000000000001e-01   -1.9999999999993179e-01    2.9739230324296456e-01
   1.0000000000000001e-01   -1.0000000000002274e-01    3.0849126678850824e-01
   1.0000000000000001e-01    0.0000000000000000e+00    3.1216797141254266e-01
   1.0000000000000001e-01    1.0000000000002274e-01    3.0849126678850058e-01
   1.0000000000000001e-01    2.0000000000004547e-01    2.9739230324295701e-01
   1.0000000000000001e-01    3.0000000000006821e-01    2.7871229068586284e-01
   1.0000000000000001e-01    3.9999999999997726e-01    2.5237917459064974e-01
   1.0000000000000001e-01    5.0000000000000000e-01    2.1882651362806196e-01
   1.0000000000000001e-01    6.0000000000002274e-01    1.7986196837182708e-01
   1.0000000000000001e-01    7.0000000000004547e-01    1.4008134189642368e-01
   1.0000000000000001e-01    8.0000000000006821e-01    1.0701452010683270e-01
   1.0000000000000001e-01    8.9999999999997726e-01    7.9230905913088692e-02
   1.0000000000000001e-01    1.0000000000000000e+00    4.7712426886096108e-02
   1.0000000000000001e-01    1.1000000000000227e+00    3.0332370235541674e-02

   2.0000000000000001e-01   -1.1000000000000227e+00    5.6270815441019341e-02
   2.0000000000000001e-01   -1.0000000000000000e+00    7.4167808955691319e-02
   2.0000000000000001e-01   -8.9999999999997726e-01    9.2273897567854757e-02
   2.0000000000000001e-01   -7.9999999999995453e-01    1.1764190120035661e-01
   2.0000000000000001e-01   -6.9999999999993179e-01    1.4426395011578327e-01
   2.0000000000000001e-01   -6.0000000000002274e-01    1.7010018606465396e-01
   2.0000000000000001e-01   -5.0000000000000000e-01    1.9554120286617011e-01
   2.0000000000000001e-01   -3.9999999999997726e-01    2.1904350054270044e-01
   2.0000000000000001e-01   -2.9999999999995453e-01    2.3882393042862618e-01
   2.0000000000000001e-01   -1.9999999999993179e-01    2.5362342949109146e-01
   2.0000000000000001e-01   -1.0000000000002274e-01    2.6272608081141335e-01
   2.0000000000000001e-01    0.0000000000000000e+00    2.6579269133532446e-01
   2.0000000000000001e-01    1.0000000000002274e-01    2.6272608081141136e-01
   2.0000000000000001e-01    2.0000000000004547e-01    2.5362342949108602e-01
   2.0000000000000001e-01    3.0000000000006821e-01    2.3882393042861469e-01
   2.0000000000000001e-01    3.9999999999997726e-01    2.1904350054268951e-01
   2.0000000000000001e-01    5.0000000000000000e-01    1.9554120286615417e-01
   2.0000000000000001e-01    6.0000000000002274e-01    1.7010018606464361e-01
   2.0000000000000001e-01    7.0000000000004547e-01    1.4426395011576226e-01
   2.0000000000000001e-01    8.0000000000006821e-01    1.1764190120033549e-01
   2.0000000000000001e-01    8.9999999999997726e-01    9.2273897567845570e-02
   2.0000000000000001e-01    1.0000000000000000e+00    7.4167808955676207e-02
   2.0000000000000001e-01    1.1000000000000227e+00    5.6270815441007226e-02

   3.0000000000000004e-01   -1.1000000000000227e+00    6.9602992563419064e-02
   3.0000000000000004e-01   -1.0000000000000000e+00    8.4295907841209383e-02
   3.0000000000000004e-01   -8.9999999999997726e-01    1.0259351648321149e-01
   3.0000000000000004e-01   -7.9999999999995453e-01    1.2057133924346762e-01
   3.0000000000000004e-01   -6.9999999999993179e-01    1.4000122714004928e-01
   3.0000000000000004e-01   -6.0000000000002274e-01    1.5998470373884791e-01
   3.0000000000000004e-01   -5.0000000000000000e-01    1.7879341442552263e-01
   3.0000000000000004e-01   -3.9999999999997726e-01    1.9567442264531487e-01
