#               x	            f(x)	    frLap-approx	     frLap-exact	          abserr	          relerr  
 -2.00000000e+00	  6.17033863e-01	  2.43766070e-01	  1.85578294e-01	  5.81877759e-02	  3.13548393e-01	
 -1.90000000e+00	  6.32251287e-01	  2.54597570e-01	  1.96433490e-01	  5.81640794e-02	  2.96100625e-01	
 -1.80000000e+00	  6.48321230e-01	  2.65733929e-01	  2.08281205e-01	  5.74527241e-02	  2.75842095e-01	
 -1.70000000e+00	  6.65296318e-01	  2.78695267e-01	  2.21228697e-01	  5.74665702e-02	  2.59760922e-01	
 -1.60000000e+00	  6.83226969e-01	  2.92207372e-01	  2.35391720e-01	  5.68156520e-02	  2.41366399e-01	
 -1.50000000e+00	  7.02158232e-01	  3.07757505e-01	  2.50892587e-01	  5.68649188e-02	  2.26650455e-01	
 -1.40000000e+00	  7.22125176e-01	  3.24125199e-01	  2.67856373e-01	  5.62688257e-02	  2.10070887e-01	
 -1.30000000e+00	  7.43146293e-01	  3.42756241e-01	  2.86404334e-01	  5.63519069e-02	  1.96756474e-01	
 -1.20000000e+00	  7.65214256e-01	  3.62449108e-01	  3.06643175e-01	  5.58059331e-02	  1.81989810e-01	
 -1.10000000e+00	  7.88283285e-01	  3.84570156e-01	  3.28648451e-01	  5.59217049e-02	  1.70156606e-01	
 -1.00000000e+00	  8.12252396e-01	  4.07861957e-01	  3.52439993e-01	  5.54219635e-02	  1.57252197e-01	
 -9.00000000e-01	  8.36944053e-01	  4.33517058e-01	  3.77947241e-01	  5.55698176e-02	  1.47030621e-01	
 -8.00000000e-01	  8.62078563e-01	  4.60076360e-01	  4.04963133e-01	  5.51132272e-02	  1.36094431e-01	
 -7.00000000e-01	  8.87246142e-01	  4.88380762e-01	  4.33087644e-01	  5.52931174e-02	  1.27671888e-01	
 -6.00000000e-01	  9.11881337e-01	  5.16544429e-01	  4.61667121e-01	  5.48773084e-02	  1.18867699e-01	
 -5.00000000e-01	  9.35248448e-01	  5.44833586e-01	  4.89744055e-01	  5.50895318e-02	  1.12486372e-01	
 -4.00000000e-01	  9.56450731e-01	  5.70754954e-01	  5.16042641e-01	  5.47123132e-02	  1.06022853e-01	
 -3.00000000e-01	  9.74478026e-01	  5.93980228e-01	  5.39023417e-01	  5.49568106e-02	  1.01956258e-01	
 -2.00000000e-01	  9.88302737e-01	  6.11650948e-01	  5.57035462e-01	  5.46154858e-02	  9.80466946e-02	
 -1.00000000e-01	  9.97019352e-01	  6.23458137e-01	  5.68566438e-01	  5.48916992e-02	  9.65440370e-02	
  0.00000000e+00	  1.00000000e+00	  6.27124111e-01	  5.72540459e-01	  5.45836528e-02	  9.53358876e-02	
  1.00000000e-01	  9.97019352e-01	  6.23458137e-01	  5.68566438e-01	  5.48916992e-02	  9.65440370e-02	
  2.00000000e-01	  9.88302737e-01	  6.11650948e-01	  5.57035462e-01	  5.46154858e-02	  9.80466946e-02	
  3.00000000e-01	  9.74478026e-01	  5.93980228e-01	  5.39023417e-01	  5.49568106e-02	  1.01956258e-01	
  4.00000000e-01	  9.56450731e-01	  5.70754954e-01	  5.16042641e-01	  5.47123132e-02	  1.06022853e-01	
  5.00000000e-01	  9.35248448e-01	  5.44833586e-01	  4.89744055e-01	  5.50895318e-02	  1.12486372e-01	
  6.00000000e-01	  9.11881337e-01	  5.16544429e-01	  4.61667121e-01	  5.48773084e-02	  1.18867699e-01	
  7.00000000e-01	  8.87246142e-01	  4.88380762e-01	  4.33087644e-01	  5.52931174e-02	  1.27671888e-01	
  8.00000000e-01	  8.62078563e-01	  4.60076360e-01	  4.04963133e-01	  5.51132272e-02	  1.36094431e-01	
  9.00000000e-01	  8.36944053e-01	  4.33517058e-01	  3.77947241e-01	  5.55698176e-02	  1.47030621e-01	
  1.00000000e+00	  8.12252396e-01	  4.07861957e-01	  3.52439993e-01	  5.54219635e-02	  1.57252197e-01	
  1.10000000e+00	  7.88283285e-01	  3.84570156e-01	  3.28648451e-01	  5.59217049e-02	  1.70156606e-01	
  1.20000000e+00	  7.65214256e-01	  3.62449108e-01	  3.06643175e-01	  5.58059331e-02	  1.81989810e-01	
  1.30000000e+00	  7.43146293e-01	  3.42756241e-01	  2.86404334e-01	  5.63519069e-02	  1.96756474e-01	
  1.40000000e+00	  7.22125176e-01	  3.24125199e-01	  2.67856373e-01	  5.62688257e-02	  2.10070887e-01	
  1.50000000e+00	  7.02158232e-01	  3.07757505e-01	  2.50892587e-01	  5.68649188e-02	  2.26650455e-01	
  1.60000000e+00	  6.83226969e-01	  2.92207372e-01	  2.35391720e-01	  5.68156520e-02	  2.41366399e-01	
  1.70000000e+00	  6.65296318e-01	  2.78695267e-01	  2.21228697e-01	  5.74665702e-02	  2.59760922e-01	
  1.80000000e+00	  6.48321230e-01	  2.65733929e-01	  2.08281205e-01	  5.74527241e-02	  2.75842095e-01	
  1.90000000e+00	  6.32251287e-01	  2.54597570e-01	  1.96433490e-01	  5.81640794e-02	  2.96100625e-01	
  2.00000000e+00	  6.17033863e-01	  2.43766070e-01	  1.85578294e-01	  5.81877759e-02	  3.13548393e-01  
